"The Goods: Live Hard, Sell Hard","The Goods: Live Hard, Sell Hard"
"From Paris with Love","From Paris with Love"
"Lonesome Jim","Lonesome Jim"
"Haute Tension","Haute Tension"
"A View to a Kill","A View to a Kill"
"Superman: Doomsday","Superman: Doomsday"
"The Karate Kid","The Karate Kid"
"Piranha 3DD","Piranha 3DD"
"Lake City","Lake City"
"Stagecoach","Stagecoach"
"Live Flesh","Live Flesh"
"Ghostbusters","Ghostbusters"
"Blithe Spirit","Blithe Spirit"
"Slackers","Slackers"
"You're in the Navy Now","You're in the Navy Now"
"Who Am I?","Who Am I?"
"Thoranai","Thoranai"
"Say One for Me","Say One for Me"
"Having Wonderful Time","Having Wonderful Time"
"The Switch","The Switch"
"Naruto the Movie: Snow Princess' Book of Ninja Arts","Naruto the Movie: Snow Princess' Book of Ninja Arts"
"Run for the Sun","Run for the Sun"
"Shall We Dance","Shall We Dance"
"Night Shift","Night Shift"
"Divided We Fall","Divided We Fall"
"White Noise: The Light","White Noise: The Light"
"The Prince of Tides","The Prince of Tides"
"Flashpoint","Flashpoint"
"Moving","Moving"
"Das Boot","Das Boot"
"Trapeze","Trapeze"
"Son of Kong","Son of Kong"
"Lemon Tree","Lemon Tree"
"The Ant Bully","The Ant Bully"
"Short Circuit 2","Short Circuit 2"
"The Mutant Chronicles","The Mutant Chronicles"
"The Wings of Eagles","The Wings of Eagles"
"Star Wars Episode III: Revenge of the Sith","Star Wars Episode III: Revenge of the Sith"
"My Girl and I","My Girl and I"
"Let the Right One In","Let the Right One In"
"Money Talks","Money Talks"
"Yankee Doodle Dandy","Yankee Doodle Dandy"
"Dragon: The Bruce Lee Story","Dragon: The Bruce Lee Story"
"December Boys","December Boys"
"Walker","Walker"
"The Princess Diaries","The Princess Diaries"
"Miracle Mile","Miracle Mile"
"Ploy","Ploy"
"Rat Race","Rat Race"
"Wag the Dog","Wag the Dog"
"Funny About Love","Funny About Love"
"Ben and Arthur","Ben and Arthur"
"New York Stories","New York Stories"
"College","College"
"Mooz-lum","Mooz-lum"
"Only the Valiant","Only the Valiant"
"Pathology","Pathology"
"Pokémon: The First Movie","Pokémon: The First Movie"
"Scream","Scream"
"Christine","Christine"
"The Prince Who Was a Thief","The Prince Who Was a Thief"
"Cannonball","Cannonball"
"Pokémon: Jirachi Wishmaker","Pokémon: Jirachi Wishmaker"
"On the Occasion of Remembering the Turning Gate","On the Occasion of Remembering the Turning Gate"
"Spitfire","Spitfire"
"Journey 2: The Mysterious Island","Journey 2: The Mysterious Island"
"Love Is a Many-Splendored Thing","Love Is a Many-Splendored Thing"
"Julia","Julia"
"Devil in a Blue Dress","Devil in a Blue Dress"
"Operation Dumbo Drop","Operation Dumbo Drop"
"Windtalkers","Windtalkers"
"The Assignment","The Assignment"
"Another Day in Paradise","Another Day in Paradise"
"A Guide to Recognizing Your Saints","A Guide to Recognizing Your Saints"
"A Guy Thing","A Guy Thing"
"The Day the Earth Stood Still","The Day the Earth Stood Still"
"Observe and Report","Observe and Report"
"The Rains of Ranchipur","The Rains of Ranchipur"
"Country","Country"
"Barbershop 2: Back in Business","Barbershop 2: Back in Business"
"The Muppets Take Manhattan","The Muppets Take Manhattan"
"13 Assassins","13 Assassins"
"Blue Salt","Blue Salt"
"The Singles Ward","The Singles Ward"
"Monte Carlo","Monte Carlo"
"Dirty Love","Dirty Love"
"Tommy Boy","Tommy Boy"
"Broken Lance","Broken Lance"
"Wild Hogs","Wild Hogs"
"The Unbelievable Truth","The Unbelievable Truth"
"FeardotCom","FeardotCom"
"Only the Strong","Only the Strong"
"New Moon","New Moon"
"The Raspberry Reich","The Raspberry Reich"
"Hunting Season","Hunting Season"
"Black and White","Black and White"
"Dark Shadows","Dark Shadows"
"From Beginning to End","From Beginning to End"
"Happy Feet","Happy Feet"
"Changeling","Changeling"
"White Sands","White Sands"
"Beauty of the Day","Beauty of the Day"
"Skateland","Skateland"
"On the Road","On the Road"
"Scary Movie 3","Scary Movie 3"
"The Restless","The Restless"
"The Informant!","The Informant!"
"Apocalypto","Apocalypto"
"The Pledge","The Pledge"
"Needful Things","Needful Things"
"Roja","Roja"
"Callaway Went Thataway","Callaway Went Thataway"
"Power","Power"
"Saw IV","Saw IV"
"Wait Until Dark","Wait Until Dark"
"Freejack","Freejack"
"Guarding Tess","Guarding Tess"
"8 Heads in a Duffel Bag","8 Heads in a Duffel Bag"
"Something Borrowed","Something Borrowed"
"The Ballad of Jack and Rose","The Ballad of Jack and Rose"
"Sweet and Lowdown","Sweet and Lowdown"
"Ragtime","Ragtime"
"Basic","Basic"
"Showgirls","Showgirls"
"Jurassic Park","Jurassic Park"
"Prince of Persia: The Sands of Time","Prince of Persia: The Sands of Time"
"Unaccompanied Minors","Unaccompanied Minors"
"Deliverance","Deliverance"
"Friday the 13th Part 2","Friday the 13th Part 2"
"August Eighth","August Eighth"
"Big Miracle","Big Miracle"
"Small Town Girl","Small Town Girl"
"Money From Home","Money From Home"
"The Manchurian Candidate","The Manchurian Candidate"
"Madagascar","Madagascar"
"Earth Girls Are Easy","Earth Girls Are Easy"
"Predators","Predators"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","Teenage Mutant Ninja Turtles II: The Secret of the Ooze"
"The Grand","The Grand"
"National Velvet","National Velvet"
"976-EVIL","976-EVIL"
"Rio Rita","Rio Rita"
"Lawless","Lawless"
"Day Watch","Day Watch"
"Silent Movie","Silent Movie"
"Equinox","Equinox"
"Riding in Cars with Boys","Riding in Cars with Boys"
"Frank and Jesse","Frank and Jesse"
"Taxi","Taxi"
"Mischief","Mischief"
"Trial","Trial"
"Bloodsport","Bloodsport"
"Young Sherlock Holmes","Young Sherlock Holmes"
"Death Sentence","Death Sentence"
"Hook, Line and Sinker","Hook, Line and Sinker"
"The Toxic Avenger: Part 2","The Toxic Avenger: Part 2"
"The Polar Express","The Polar Express"
"Legends of the Fall","Legends of the Fall"
"Candyman","Candyman"
"Equilibrium","Equilibrium"
"Howard the Duck","Howard the Duck"
"The Amazing Spider-Man","The Amazing Spider-Man"
"The Haunting","The Haunting"
"High Anxiety","High Anxiety"
"D2: The Mighty Ducks","D2: The Mighty Ducks"
"Dancer, Texas Pop. 81","Dancer, Texas Pop. 81"
"On Her Majesty's Secret Service","On Her Majesty's Secret Service"
"New York Minute","New York Minute"
"City by the Sea","City by the Sea"
"Do Re Mi Fa So La Ti Do","Do Re Mi Fa So La Ti Do"
"She's So Lovely","She's So Lovely"
"London Boulevard","London Boulevard"
"The Ten Commandments","The Ten Commandments"
"Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde"
"Team America: World Police","Team America: World Police"
"Miss March","Miss March"
"Finding Mr. Destiny","Finding Mr. Destiny"
"Running on Empty","Running on Empty"
"The Great Divide","The Great Divide"
"Barbershop","Barbershop"
"The Man Who Knew Too Little","The Man Who Knew Too Little"
"Spanglish","Spanglish"
"American Dreamer","American Dreamer"
"JFK","JFK"
"The Rock","The Rock"
"Hard Promises","Hard Promises"
"Red Dragon","Red Dragon"
"The Second Greatest Sex","The Second Greatest Sex"
"Eraserhead","Eraserhead"
"Skyline","Skyline"
"Ghost Rider","Ghost Rider"
"Bachelor Mother","Bachelor Mother"
"Demetrius and the Gladiators","Demetrius and the Gladiators"
"Breaking In","Breaking In"
"D.O.A.","D.O.A."
"Buffalo Soldiers","Buffalo Soldiers"
"2 Fast 2 Furious","2 Fast 2 Furious"
"Bucky Larson: Born to Be a Star","Bucky Larson: Born to Be a Star"
"Ice Age: Continental Drift","Ice Age: Continental Drift"
"The Count of Monte Cristo","The Count of Monte Cristo"
"So This Is Paris","So This Is Paris"
"The Woman in Red","The Woman in Red"
"The Perfect Score","The Perfect Score"
"Teacher's Pet","Teacher's Pet"
"Dolores Claiborne","Dolores Claiborne"
"Joy Ride","Joy Ride"
"The Toxic Avenger","The Toxic Avenger"
"Gantz","Gantz"
"The American President","The American President"
"W.W. and the Dixie Dancekings","W.W. and the Dixie Dancekings"
"Grandview, U.S.A.","Grandview, U.S.A."
"The King and I","The King and I"
"Fast Five","Fast Five"
"The Gate","The Gate"
"The Jungle Book","The Jungle Book"
"Gentlemen Marry Brunettes","Gentlemen Marry Brunettes"
"Curly Sue","Curly Sue"
"Where the River Runs Black","Where the River Runs Black"
"Goon","Goon"
"Madea's Big Happy Family","Madea's Big Happy Family"
"Sphere","Sphere"
"30 Minutes or Less","30 Minutes or Less"
"The Shrimp on the Barbie","The Shrimp on the Barbie"
"City Slickers","City Slickers"
"Superman/Batman: Public Enemies","Superman/Batman: Public Enemies"
"But I'm a Cheerleader","But I'm a Cheerleader"
"The City of Violence","The City of Violence"
"The Recipe","The Recipe"
"On the Threshold of Space","On the Threshold of Space"
"The Prestige","The Prestige"
"Missing in Action","Missing in Action"
"Death Defying Acts","Death Defying Acts"
"Corky Romano","Corky Romano"
"No Escape","No Escape"
"The Good German","The Good German"
"Journey to the Center of the Earth","Journey to the Center of the Earth"
"The Barkleys of Broadway","The Barkleys of Broadway"
"Pecker","Pecker"
"Mystic River","Mystic River"
"Antique","Antique"
"The Storm Warriors","The Storm Warriors"
"Homicide","Homicide"
"Adventures of Don Juan","Adventures of Don Juan"
"Final Fantasy: The Spirits Within","Final Fantasy: The Spirits Within"
"Harmony","Harmony"
"The Innkeepers","The Innkeepers"
"Big","Big"
"Proof of Life","Proof of Life"
"REC 2","REC 2"
"Joe Somebody","Joe Somebody"
"Gasland","Gasland"
"Haunted Honeymoon","Haunted Honeymoon"
"Madea Goes to Jail","Madea Goes to Jail"
"The Shining","The Shining"
"Killer Elite","Killer Elite"
"The Moon's Our Home","The Moon's Our Home"
"Deadtime Stories","Deadtime Stories"
"Bitter Sweet","Bitter Sweet"
"The Karate Kid","The Karate Kid"
"Swing Kids","Swing Kids"
"My Boyfriend is Type B","My Boyfriend is Type B"
"Russian Ark","Russian Ark"
"Disturbia","Disturbia"
"Charlotte's Web","Charlotte's Web"
"Bandits","Bandits"
"The Gauntlet","The Gauntlet"
"Euphoria","Euphoria"
"The Sitter","The Sitter"
"Flesh & Blood","Flesh & Blood"
"The Fox and the Hound","The Fox and the Hound"
"Judy Moody and the Not Bummer Summer","Judy Moody and the Not Bummer Summer"
"Never Back Down","Never Back Down"
"See No Evil, Hear No Evil","See No Evil, Hear No Evil"
"Dave","Dave"
"Burke and Hare","Burke and Hare"
"Here Comes the Groom","Here Comes the Groom"
"The Amityville Horror","The Amityville Horror"
"You, Me and Dupree","You, Me and Dupree"
"The President's Last Bang","The President's Last Bang"
"The Adventures of Elmo in Grouchland","The Adventures of Elmo in Grouchland"
"Hop","Hop"
"Prancer","Prancer"
"Evil Dead II","Evil Dead II"
"Chasing Ghosts","Chasing Ghosts"
"Together","Together"
"Inchon","Inchon"
"The Green Hornet","The Green Hornet"
"Biutiful","Biutiful"
"Doomsday","Doomsday"
"Cool Hand Luke","Cool Hand Luke"
"Kissing Jessica Stein","Kissing Jessica Stein"
"The Whole Nine Yards","The Whole Nine Yards"
"50/50","50/50"
"Until the End of the World","Until the End of the World"
"Red State","Red State"
"The Help","The Help"
"Anna Karenina","Anna Karenina"
"Wild at Heart","Wild at Heart"
"Hannah Montana: The Movie","Hannah Montana: The Movie"
"Pete's Dragon","Pete's Dragon"
"Abduction","Abduction"
"Annie","Annie"
"Death at a Funeral","Death at a Funeral"
"The Tourist","The Tourist"
"Celebrity","Celebrity"
"Monster from the Ocean Floor","Monster from the Ocean Floor"
"Forever Young","Forever Young"
"The Court Jester","The Court Jester"
"Crocodile Dundee in Los Angeles","Crocodile Dundee in Los Angeles"
"Roman de Gare","Roman de Gare"
"Places in the Heart","Places in the Heart"
"The Pirate Movie","The Pirate Movie"
"Groundhog Day","Groundhog Day"
"Man of the House","Man of the House"
"Dream a Little Dream","Dream a Little Dream"
"Sunshine","Sunshine"
"Explorers","Explorers"
"Swingers","Swingers"
"Twelve O'Clock High","Twelve O'Clock High"
"Beginners","Beginners"
"The Object of My Affection","The Object of My Affection"
"Toy Soldiers","Toy Soldiers"
"The Believers","The Believers"
"Earth","Earth"
"Forrest Gump","Forrest Gump"
"Blame it on Rio","Blame it on Rio"
"Forbidden Planet","Forbidden Planet"
"Dial M for Murder","Dial M for Murder"
"Presumed Innocent","Presumed Innocent"
"Operation Pacific","Operation Pacific"
"The Last Detail","The Last Detail"
"Chicago","Chicago"
"Last Tango in Paris","Last Tango in Paris"
"Max","Max"
"Girlfight","Girlfight"
"The Roots of Heaven","The Roots of Heaven"
"Rugrats in Paris: The Movie","Rugrats in Paris: The Movie"
"Downtown","Downtown"
"Bad Education","Bad Education"
"The Wicker Man","The Wicker Man"
"The Express","The Express"
"Sunday in New York","Sunday in New York"
"Latter Days","Latter Days"
"Jumper","Jumper"
"Up","Up"
"Khel","Khel"
"Killshot","Killshot"
"Bridget Jones's Diary","Bridget Jones's Diary"
"Scooby-Doo 2: Monsters Unleashed","Scooby-Doo 2: Monsters Unleashed"
"Big Fan","Big Fan"
"The Four Feathers","The Four Feathers"
"2 Become 1","2 Become 1"
"I Saw the Devil","I Saw the Devil"
"Tomboy","Tomboy"
"The Hours","The Hours"
"Xanadu","Xanadu"
"Return to Paradise","Return to Paradise"
"Family Plot","Family Plot"
"Last Train Home","Last Train Home"
"Anne of Green Gables","Anne of Green Gables"
"I Shot Andy Warhol","I Shot Andy Warhol"
"Twin Town","Twin Town"
"High School Musical: O Desafio","High School Musical: O Desafio"
"The Last Flight of Noah's Ark","The Last Flight of Noah's Ark"
"The People Under the Stairs","The People Under the Stairs"
"Kicking It Old Skool","Kicking It Old Skool"
"High Heels and Low Lifes","High Heels and Low Lifes"
"The Mexican","The Mexican"
"People I Know","People I Know"
"Dirty Work","Dirty Work"
"Shiloh 2: Shiloh Season","Shiloh 2: Shiloh Season"
"Election","Election"
"Gang of Roses","Gang of Roses"
"Jeopardy","Jeopardy"
"The Wedding Date","The Wedding Date"
"Cecil B. Demented","Cecil B. Demented"
"Pickup on South Street","Pickup on South Street"
"In & Out","In & Out"
"Fresh Horses","Fresh Horses"
"Pony Express","Pony Express"
"Spawn","Spawn"
"Race the Sun","Race the Sun"
"Regarding Henry","Regarding Henry"
"Dolphin Tale","Dolphin Tale"
"Freaky Friday","Freaky Friday"
"Quarantine","Quarantine"
"Osmosis Jones","Osmosis Jones"
"Gosford Park","Gosford Park"
"School Days with a Pig","School Days with a Pig"
"Tron: Legacy","Tron: Legacy"
"The Rocky Horror Picture Show","The Rocky Horror Picture Show"
"Rock of Ages","Rock of Ages"
"The Phantom of the Opera","The Phantom of the Opera"
"Scrooged","Scrooged"
"The Pebble and the Penguin","The Pebble and the Penguin"
"High Fidelity","High Fidelity"
"The Secret in Their Eyes","The Secret in Their Eyes"
"The Medallion","The Medallion"
"Very Bad Things","Very Bad Things"
"Dreamboat","Dreamboat"
"Abbott and Costello Go to Mars","Abbott and Costello Go to Mars"
"Piano Girl","Piano Girl"
"Dr. Jekyll and Ms. Hyde","Dr. Jekyll and Ms. Hyde"
"Shadowlands","Shadowlands"
"Black Widow","Black Widow"
"Beasts of the Southern Wild","Beasts of the Southern Wild"
"Holy Man","Holy Man"
"Murphy's Law","Murphy's Law"
"HouseSitter","HouseSitter"
"The End of the Affair","The End of the Affair"
"Le Divorce","Le Divorce"
"From the Hip","From the Hip"
"Gunner Palace","Gunner Palace"
"Heart of Midnight","Heart of Midnight"
"The Break-Up","The Break-Up"
"A Clockwork Orange","A Clockwork Orange"
"A Very Short Life","A Very Short Life"
"Irréversible","Irréversible"
"Just Go With It","Just Go With It"
"The Mississippi Gambler","The Mississippi Gambler"
"Fire Down Below","Fire Down Below"
"Animal Kingdom","Animal Kingdom"
"Infamous","Infamous"
"The League of Extraordinary Gentlemen","The League of Extraordinary Gentlemen"
"Platoon Leader","Platoon Leader"
"Friday the 13th: A New Beginning","Friday the 13th: A New Beginning"
"Pulp Fiction","Pulp Fiction"
"The TV Set","The TV Set"
"Why Men Don't Listen and Women Can't Read Maps","Why Men Don't Listen and Women Can't Read Maps"
"Freebie and The Bean","Freebie and The Bean"
"Pandora and the Flying Dutchman","Pandora and the Flying Dutchman"
"Anything Else","Anything Else"
"Punch","Punch"
"The Blue Veil","The Blue Veil"
"Gridiron Gang","Gridiron Gang"
"Plymouth Adventure","Plymouth Adventure"
"Playing God","Playing God"
"Summer of '42","Summer of '42"
"Dead Alive","Dead Alive"
"Distant Drums","Distant Drums"
"Pump Up the Volume","Pump Up the Volume"
"The Other Guys","The Other Guys"
"Natalie","Natalie"
"200 Cigarettes","200 Cigarettes"
"City Slickers II: The Legend of Curly's Gold","City Slickers II: The Legend of Curly's Gold"
"The Bodyguard","The Bodyguard"
"Emmanuelle","Emmanuelle"
"National Lampoon's Van Wilder","National Lampoon's Van Wilder"
"Lair of the White Worm","Lair of the White Worm"
"Dr. Dolittle 2","Dr. Dolittle 2"
"The Messenger: The Story of Joan of Arc","The Messenger: The Story of Joan of Arc"
"Nightmares","Nightmares"
"Man Without a Star","Man Without a Star"
"Shining Through","Shining Through"
"Made in Dagenham","Made in Dagenham"
"Porky's","Porky's"
"I.Q.","I.Q."
"Less Than Zero","Less Than Zero"
"ATL","ATL"
"Collateral","Collateral"
"The Emperor's New Groove","The Emperor's New Groove"
"High Noon","High Noon"
"Love Me Tender","Love Me Tender"
"The Heiress","The Heiress"
"The Hitcher","The Hitcher"
"La Luna","La Luna"
"Do the Right Thing","Do the Right Thing"
"Amityville 3-D","Amityville 3-D"
"A Kiss Before Dying","A Kiss Before Dying"
"I Am Sam","I Am Sam"
"Suburban Commando","Suburban Commando"
"Everything Must Go","Everything Must Go"
"Fast Times at Ridgemont High","Fast Times at Ridgemont High"
"Mother's Boys","Mother's Boys"
"No Way Out","No Way Out"
"The Ugly Truth","The Ugly Truth"
"Sophie's Choice","Sophie's Choice"
"Graduation Day","Graduation Day"
"Secret Sunshine","Secret Sunshine"
"The Perfect Storm","The Perfect Storm"
"How Green Was My Valley","How Green Was My Valley"
"Spacehunter: Adventures in the Forbidden Zone","Spacehunter: Adventures in the Forbidden Zone"
"The Myth","The Myth"
"Glory Road","Glory Road"
"True Colors","True Colors"
"The Amazing Panda Adventure","The Amazing Panda Adventure"
"Two If by Sea","Two If by Sea"
"Kiss the Bride","Kiss the Bride"
"A Touch of Class","A Touch of Class"
"Thieves","Thieves"
"In the Name of the King: A Dungeon Siege Tale","In the Name of the King: A Dungeon Siege Tale"
"The Secret of Moonacre","The Secret of Moonacre"
"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon"
"The Big Year","The Big Year"
"Blade","Blade"
"For Eternal Hearts","For Eternal Hearts"
"Johnny Be Good","Johnny Be Good"
"The Lieutenant Wore Skirts","The Lieutenant Wore Skirts"
"All the Real Girls","All the Real Girls"
"When Worlds Collide","When Worlds Collide"
"Take Care of My Little Girl","Take Care of My Little Girl"
"Revenge of the Creature","Revenge of the Creature"
"Bedtime for Bonzo","Bedtime for Bonzo"
"Wall Street: Money Never Sleeps","Wall Street: Money Never Sleeps"
"Street Kings","Street Kings"
"Joysticks","Joysticks"
"Best Seller","Best Seller"
"The Trip","The Trip"
"Remember Me, My Love","Remember Me, My Love"
"Thirteen","Thirteen"
"The Bridesmaid","The Bridesmaid"
"The Marrying Man","The Marrying Man"
"Anatomy of a Murder","Anatomy of a Murder"
"8½ Women","8½ Women"
"Chariots of Fire","Chariots of Fire"
"Willard","Willard"
"The Lemon Drop Kid","The Lemon Drop Kid"
"Proof","Proof"
"The Pride and the Passion","The Pride and the Passion"
"Tall Tale","Tall Tale"
"Anacondas: The Hunt for the Blood Orchid","Anacondas: The Hunt for the Blood Orchid"
"The White Cliffs of Dover","The White Cliffs of Dover"
"Forced Vengeance","Forced Vengeance"
"Bright Lights, Big City","Bright Lights, Big City"
"Shakespeare in Love","Shakespeare in Love"
"The Girl He Left Behind","The Girl He Left Behind"
"Con Air","Con Air"
"Fantastic Mr. Fox","Fantastic Mr. Fox"
"The Russian Dolls","The Russian Dolls"
"Uptown Girls","Uptown Girls"
"Without a Clue","Without a Clue"
"Empire of the Sun","Empire of the Sun"
"Broken Arrow","Broken Arrow"
"Can't Hardly Wait","Can't Hardly Wait"
"The Boy Who Could Fly","The Boy Who Could Fly"
"A Simple Plan","A Simple Plan"
"Dance with Me","Dance with Me"
"Cape Fear","Cape Fear"
"Police Academy 6: City Under Siege","Police Academy 6: City Under Siege"
"Children","Children"
"Tears of the Sun","Tears of the Sun"
"Mr. & Mrs. Smith","Mr. & Mrs. Smith"
"Made of Honor","Made of Honor"
"SLC Punk!","SLC Punk!"
"Soldier","Soldier"
"Wagons East","Wagons East"
"Oh, God! Book II","Oh, God! Book II"
"Westward Ho, The Wagons!","Westward Ho, The Wagons!"
"Evita","Evita"
"Sharky's Machine","Sharky's Machine"
"Million Dollar Mystery","Million Dollar Mystery"
"The Wildest Dream","The Wildest Dream"
"Big Daddy","Big Daddy"
"Young Adam","Young Adam"
"A Good Man in Africa","A Good Man in Africa"
"El Mariachi","El Mariachi"
"Like Water for Chocolate","Like Water for Chocolate"
"Born Yesterday","Born Yesterday"
"Kickboxer 2","Kickboxer 2"
"The Go-Getter","The Go-Getter"
"Bring It On","Bring It On"
"Four Weddings and a Funeral","Four Weddings and a Funeral"
"Halls of Montezuma","Halls of Montezuma"
"Angels in the Outfield","Angels in the Outfield"
"The Brady Bunch Movie","The Brady Bunch Movie"
"Blood: The Last Vampire","Blood: The Last Vampire"
"Armed and Dangerous","Armed and Dangerous"
"The Electric Horseman","The Electric Horseman"
"American Flyers","American Flyers"
"Anything Goes","Anything Goes"
"Three O'Clock High","Three O'Clock High"
"The Rundown","The Rundown"
"The Uninvited","The Uninvited"
"Unfaithfully Yours","Unfaithfully Yours"
"MacArthur","MacArthur"
"Constantine","Constantine"
"Antwone Fisher","Antwone Fisher"
"The Desert Fox: The Story of Rommel","The Desert Fox: The Story of Rommel"
"Breaking the Waves","Breaking the Waves"
"Love in the Afternoon","Love in the Afternoon"
"Invincible","Invincible"
"Villain","Villain"
"Stigmata","Stigmata"
"Marvin's Room","Marvin's Room"
"Resident Evil: Extinction","Resident Evil: Extinction"
"Corpse Bride","Corpse Bride"
"Fried Green Tomatoes","Fried Green Tomatoes"
"The Pink Panther Strikes Again","The Pink Panther Strikes Again"
"50 First Dates","50 First Dates"
"Deadly Friend","Deadly Friend"
"Rock Around the Clock","Rock Around the Clock"
"The New Guy","The New Guy"
"Un Argentino en New York","Un Argentino en New York"
"Lean on Me","Lean on Me"
"The Art of Seduction","The Art of Seduction"
"Alexander the Great","Alexander the Great"
"Heavy Weights","Heavy Weights"
"State Property","State Property"
"District 9","District 9"
"Jersey Girl","Jersey Girl"
"Decision Before Dawn","Decision Before Dawn"
"Black Dynamite","Black Dynamite"
"Carmen Jones","Carmen Jones"
"The Fog","The Fog"
"Five Came Back","Five Came Back"
"Fair Game","Fair Game"
"Poseidon","Poseidon"
"Semi-Tough","Semi-Tough"
"The Addiction","The Addiction"
"The Last American Virgin","The Last American Virgin"
"The Road Home","The Road Home"
"The Lost Patrol","The Lost Patrol"
"La Doublure","La Doublure"
"The Matador","The Matador"
"Totally Spies! The Movie","Totally Spies! The Movie"
"Airheads","Airheads"
"The Man from Laramie","The Man from Laramie"
"Flying Down to Rio","Flying Down to Rio"
"Detachment","Detachment"
"Malaya","Malaya"
"Blackboard Jungle","Blackboard Jungle"
"Spike of Bensonhurst","Spike of Bensonhurst"
"Star Trek: The Motion Picture","Star Trek: The Motion Picture"
"Flying Leathernecks","Flying Leathernecks"
"Snow Queen","Snow Queen"
"The Little Thief","The Little Thief"
"The Long, Long Trailer","The Long, Long Trailer"
"Abe Lincoln in Illinois","Abe Lincoln in Illinois"
"Ruby Sparks","Ruby Sparks"
"Baby's Day Out","Baby's Day Out"
"I, the Jury","I, the Jury"
"White Oleander","White Oleander"
"Bram Stoker's Dracula","Bram Stoker's Dracula"
"Wild America","Wild America"
"Big Wednesday","Big Wednesday"
"Man of Flowers","Man of Flowers"
"Oh, God! You Devil","Oh, God! You Devil"
"The Temp","The Temp"
"Nobel Son","Nobel Son"
"Megiddo: The Omega Code 2","Megiddo: The Omega Code 2"
"Tactical Unit - Comrades in Arms","Tactical Unit - Comrades in Arms"
"Sugar Hill","Sugar Hill"
"Lydia Bailey","Lydia Bailey"
"The Three Musketeers","The Three Musketeers"
"Liam","Liam"
"Clueless","Clueless"
"Enter the Void","Enter the Void"
"Chairman of the Board","Chairman of the Board"
"The Graduates of Malibu High","The Graduates of Malibu High"
"The Great Outdoors","The Great Outdoors"
"Séraphine","Séraphine"
"It's Always Fair Weather","It's Always Fair Weather"
"Lady in White","Lady in White"
"The Gate II: Trespassers","The Gate II: Trespassers"
"Bad Influence","Bad Influence"
"The Jane Austen Book Club","The Jane Austen Book Club"
"The Man Who Wasn't There","The Man Who Wasn't There"
"Steel","Steel"
"Year of the Dragon","Year of the Dragon"
"The Powerpuff Girls Movie","The Powerpuff Girls Movie"
"Tropic Thunder","Tropic Thunder"
"At Long Last Love","At Long Last Love"
"Clean and Sober","Clean and Sober"
"Tex","Tex"
"Cyrano de Bergerac","Cyrano de Bergerac"
"Ordinary People","Ordinary People"
"Freeway","Freeway"
"Alien","Alien"
"Small Soldiers","Small Soldiers"
"The Flintstones in Viva Rock Vegas","The Flintstones in Viva Rock Vegas"
"Apocalypse Now","Apocalypse Now"
"The Last of the Mohicans","The Last of the Mohicans"
"The Postman Always Rings Twice","The Postman Always Rings Twice"
"Vertigo","Vertigo"
"Marathon","Marathon"
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.","Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
"Pumpkinhead","Pumpkinhead"
"Moneyball","Moneyball"
"The Girl on the Bridge","The Girl on the Bridge"
"Wild Child","Wild Child"
"Cop Land","Cop Land"
"Where the Buffalo Roam","Where the Buffalo Roam"
"A Night in Heaven","A Night in Heaven"
"Cast Away","Cast Away"
"The Illusionist","The Illusionist"
"Legend of the Guardians: The Owls of Ga'Hoole","Legend of the Guardians: The Owls of Ga'Hoole"
"Harry & Son","Harry & Son"
"Wyatt Earp","Wyatt Earp"
"Surviving The Game","Surviving The Game"
"Wimbledon","Wimbledon"
"Bad Boys","Bad Boys"
"S.F.W.","S.F.W."
"The Purple Plain","The Purple Plain"
"The Long Walk Home","The Long Walk Home"
"Agent Cody Banks 2: Destination London","Agent Cody Banks 2: Destination London"
"Dear John","Dear John"
"Leafie, a Hen Into the Wild","Leafie, a Hen Into the Wild"
"The Flowers of War","The Flowers of War"
"Eagle Eye","Eagle Eye"
"The Cell","The Cell"
"Asylum","Asylum"
"The Private Lives of Pippa Lee","The Private Lives of Pippa Lee"
"Gladiator","Gladiator"
"Capitalism: A Love Story","Capitalism: A Love Story"
"The Hot Spot","The Hot Spot"
"Mulan","Mulan"
"Wired","Wired"
"The Deep End","The Deep End"
"1984","1984"
"Taxi Driver","Taxi Driver"
"Sleepers","Sleepers"
"The Unbearable Lightness of Being","The Unbearable Lightness of Being"
"Amos & Andrew","Amos & Andrew"
"I'm Not Rappaport","I'm Not Rappaport"
"Exit to Eden","Exit to Eden"
"The Illusionist","The Illusionist"
"Fearless","Fearless"
"Quo Vadis","Quo Vadis"
"A Midsummer Night's Dream","A Midsummer Night's Dream"
"Radio Flyer","Radio Flyer"
"Pushing Tin","Pushing Tin"
"Everything Is Illuminated","Everything Is Illuminated"
"Amusement","Amusement"
"Toy Story 3","Toy Story 3"
"Once Upon a Time","Once Upon a Time"
"The Mudlark","The Mudlark"
"Wisdom","Wisdom"
"Yellowbeard","Yellowbeard"
"Pride and Prejudice","Pride and Prejudice"
"Heat","Heat"
"Star Trek III: The Search for Spock","Star Trek III: The Search for Spock"
